name,month,blocked_min,eligible_min,span_min,episodes,blocked_pct,eligible_days,usable_for_trend
York Street,2022-11,1814.1199998000002,43200.0,43200.0,575,4.199351851388889,30.0,True
York Street,2022-12,1976.9699997833332,44640.0,44640.0,556,4.428696236073775,31.0,True
York Street,2023-01,2187.0799997833333,44640.0,44640.0,599,4.899372759371267,31.0,True
York Street,2023-02,2840.3399998833333,40320.0,40320.0,447,7.044494047329695,28.0,True
York Street,2023-03,3153.0499999166664,44640.0,44640.0,444,7.063284049992532,31.0,True
York Street,2023-04,2887.1599996833334,43200.0,43200.0,745,6.683240740007716,30.0,True
York Street,2023-05,2114.7399999,44640.0,44640.0,406,4.737320788306452,31.0,True
York Street,2023-06,2738.1699999166667,43200.0,43200.0,398,6.33835648128858,30.0,True
York Street,2023-07,2899.39999975,44640.0,44640.0,738,6.495071684027778,31.0,True
York Street,2023-08,2996.86999955,44640.0,44640.0,854,6.713418457773297,31.0,True
York Street,2023-09,2556.6499996833336,43200.0,43200.0,402,5.918171295563272,30.0,True
York Street,2023-10,2906.579999933333,44640.0,44640.0,763,6.511155913829151,31.0,True
York Street,2023-11,2508.419999866667,43200.0,43200.0,324,5.806527777469136,30.0,True
York Street,2023-12,2852.4699999166664,44640.0,44640.0,389,6.389941756085722,31.0,True
York Street,2024-01,2114.899999866667,41183.02,44640.0,347,5.1353688968576545,28.599319444444443,True
York Street,2024-02,3232.799999916667,41760.0,41760.0,586,7.741379310145275,29.0,True
York Street,2024-03,3075.06999985,44640.0,44640.0,600,6.8885976699148745,31.0,True
York Street,2024-04,3069.2799998500004,41645.52,43200.0,572,7.370012428347637,28.920499999999997,True
York Street,2024-05,2513.8799999166667,41652.1,44640.0,351,6.035421983325371,28.925069444444443,True
York Street,2024-06,3065.9199994666674,43200.0,43200.0,596,7.0970370358024715,30.0,True
York Street,2024-07,3951.69999985,44640.0,44640.0,379,8.852374551635304,31.0,True
York Street,2024-08,2452.3899999,43192.63,44640.0,400,5.677797346213927,29.994881944444444,True
York Street,2024-09,2862.489999966667,43200.0,43200.0,247,6.626134259182099,30.0,True
York Street,2024-10,2318.4799999166667,44640.0,44640.0,375,5.193727598379629,31.0,True
York Street,2024-11,2905.179999966667,43200.0,43200.0,297,6.724953703626544,30.0,True
York Street,2024-12,2403.2299999,44640.0,44640.0,595,5.383579748879929,31.0,True
York Street,2025-01,2325.2499999333336,44640.0,44640.0,225,5.208893369026285,31.0,True
York Street,2025-02,2558.68999995,40320.0,40320.0,334,6.345957341145834,28.0,True
York Street,2025-03,3793.9699998833335,44640.0,44640.0,587,8.499036738089904,31.0,True
York Street,2025-04,3110.7899999166666,43200.0,43200.0,299,7.200902777584876,30.0,True
York Street,2025-05,3207.17999985,44640.0,44640.0,391,7.184543010416666,31.0,True
York Street,2025-06,3511.399999933333,43200.0,43200.0,324,8.128240740586419,30.0,True
York Street,2025-07,2675.6199999833334,39322.35,44640.0,298,6.804323749682645,27.307187499999998,True
York Street,2025-08,1657.39999995,39793.02,44640.0,180,4.1650520617686215,27.634041666666665,True
York Street,2025-09,1026.57999995,41668.08,43200.0,131,2.463708430890024,28.93616666666667,True
York Street,2025-10,1564.3399999,43168.12,44640.0,260,3.623831660725554,29.977861111111114,True
York Street,2025-11,1106.8199999666667,41046.65,43200.0,128,2.6964928927614475,28.504618055555557,True
York Street,2025-12,995.2,34248.79,44640.0,95,2.9057960879785827,23.783881944444445,True
York Street,2026-01,931.7899999666666,33220.52,44640.0,108,2.8048627774841175,23.069805555555554,True
York Street,2026-02,1408.8499999666667,38190.0,40320.0,134,3.689054726280877,26.520833333333332,True
York Street,2026-03,1685.9299999333334,44640.0,44640.0,169,3.7767249102449223,31.0,True
York Street,2026-04,2222.4099999333334,43200.0,43200.0,225,5.1444675924382715,30.0,True
York Street,2026-05,2135.9399999666666,44640.0,44640.0,203,4.784811827882318,31.0,True
York Street,2026-06,1964.3899999833334,41540.21,43200.0,154,4.72888798584151,28.847368055555556,True
York Street,2026-07,1626.6299999,40427.0,44640.0,231,4.02362282608158,28.074305555555554,True
York Street,2026-08,2507.0799998833336,44209.1,44640.0,244,5.670959146156184,30.700763888888886,True
York Street,2026-09,1063.7799999666668,27067.92,28486.92,79,3.9300396926201455,18.797166666666666,True
